L,K,M,threshold,Ann. Return,Ann. Vol,Sharpe,Max Drawdown,Calmar,Hit Rate,N Days,Mean Turnover
126,10,20,1.0,-0.20870434489533696,0.03271581983833473,-6.379309640615757,-0.964199606535016,-0.21645346407612087,0.318359375,3584.0,1.7085238221028458
126,10,20,1.5,-0.22592632556204095,0.051115054784541196,-4.4199566353662245,-0.9738017520740407,-0.2320044352773594,0.35853794642857145,3584.0,1.855675214794164
126,10,20,2.0,-0.23768050871986068,0.09189276852929887,-2.5864985082485483,-0.979469783331071,-0.24266242079621375,0.40513392857142855,3584.0,1.919450058229143
