,Ann. Return,Ann. Vol,Sharpe,Max Drawdown,Calmar,Hit Rate,N Days
Main 0bps,-0.018527157273720785,0.032709175861245735,-0.5664207912884778,-0.31164514326389803,-0.05944952993550158,0.4810267857142857,3584.0
Inverted 0bps,0.01778635073595969,0.032709175861245735,0.5437725123803315,-0.10354400250393037,0.17177576977753536,0.5186941964285714,3584.0
Main 5bps,-0.20870434489533696,0.03271581983833473,-6.379309640615757,-0.964199606535016,-0.21645346407612087,0.318359375,3584.0
Inverted 5bps,-0.17940196007507292,0.032725073014553775,-5.482095028337683,-0.9399943776227109,-0.19085429056372524,0.34095982142857145,3584.0
