holding_days,Ann. Return,Ann. Vol,Sharpe,Max Drawdown,Calmar,Hit Rate,N Days,Mean Turnover
1,-0.20870434489533696,0.03271581983833473,-6.379309640615757,-0.964199606535016,-0.21645346407612087,0.318359375,3584.0,1.7085238221028458
2,-0.20205565972310524,0.023220821855827165,-8.701486147976293,-0.9596412896047404,-0.21055332019564152,0.2525111607142857,3584.0,1.7085238221028458
5,-0.1956146314027204,0.014622984953224732,-13.377202536174565,-0.9547562968259181,-0.20488435850388223,0.15206473214285715,3584.0,1.7085238221028458
10,-0.19515442937154637,0.010389725854368728,-18.78340507795851,-0.9543685303708809,-0.2044853986286688,0.08426339285714286,3584.0,1.7085238221028458
21,-0.1936664286457156,0.00715459053355083,-27.068834720524357,-0.9531796719562212,-0.20317935258549086,0.025948660714285716,3584.0,1.7085238221028458
